Question,Tag
302. Smallest Rectangle Enclosing Black Pixels,binary search
315. Count of Smaller Numbers After Self,binary search
327. Count of Range Sum,binary search
349. Intersection of Two Arrays,binary search
350. Intersection of Two Arrays II,binary search
352. Data Stream as Disjoint Intervals,binary search
354. Russian Doll Envelopes,binary search
362. Design Hit Counter,binary search
363. Max Sum of Rectangle No Larger Than K,binary search
367. Valid Perfect Square,binary search
374. Guess Number Higher or Lower,binary search
378. Kth Smallest Element in a Sorted Matrix,binary search
400. Nth Digit,binary search
410. Split Array Largest Sum,binary search
436. Find Right Interval,binary search
441. Arranging Coins,binary search
456. 132 Pattern,binary search
475. Heaters,binary search
483. Smallest Good Base,binary search
493. Reverse Pairs,binary search
497. Random Point in Non-overlapping Rectangles,binary search
528. Random Pick with Weight,binary search
532. K-diff Pairs in an Array,binary search
540. Single Element in a Sorted Array,binary search
611. Valid Triangle Number,binary search
633. Sum of Square Numbers,binary search
644. Maximum Average Subarray II,binary search
658. Find K Closest Elements,binary search
702. Search in a Sorted Array of Unknown Size,binary search
704. Binary Search,binary search
710. Random Pick with Blacklist,binary search
718. Maximum Length of Repeated Subarray,binary search
719. Find K-th Smallest Pair Distance,binary search
729. My Calendar I,binary search
731. My Calendar II,binary search
732. My Calendar III,binary search
744. Find Smallest Letter Greater Than Target,binary search
754. Reach a Number,binary search
774. Minimize Max Distance to Gas Station,binary search
778. Swim in Rising Water,binary search
786. K-th Smallest Prime Fraction,binary search
793. Preimage Size of Factorial Zeroes Function,binary search
825. Friends Of Appropriate Ages,binary search
826. Most Profit Assigning Work,binary search
852. Peak Index in a Mountain Array,binary search
862. Shortest Subarray with Sum at Least K,binary search
875. Koko Eating Bananas,binary search
878. Nth Magical Number,binary search
887. Super Egg Drop,binary search
888. Fair Candy Swap,binary search
902. Numbers At Most N Given Digit Set,binary search
911. Online Election,binary search
981. Time Based Key-Value Store,binary search
1004. Max Consecutive Ones III,binary search
1011. Capacity To Ship Packages Within D Days,binary search
1027. Longest Arithmetic Subsequence,binary search
1044. Longest Duplicate Substring,binary search
1060. Missing Element in Sorted Array,binary search
1062. Longest Repeating Substring,binary search
1064. Fixed Point,binary search
1095. Find in Mountain Array,binary search
1099. Two Sum Less Than K,binary search
1146. Snapshot Array,binary search
1150. Check If a Number Is Majority Element in a Sorted Array,binary search
1157. Online Majority Element In Subarray,binary search
1170. Compare Strings by Frequency of the Smallest Character,binary search
1182. Shortest Distance to Target Color,binary search
1187. Make Array Strictly Increasing,binary search
1198. Find Smallest Common Element in All Rows,binary search
1201. Ugly Number III,binary search
1208. Get Equal Substrings Within Budget,binary search
1213. Intersection of Three Sorted Arrays,binary search
1214. Two Sum BSTs,binary search
1231. Divide Chocolate,binary search
1235. Maximum Profit in Job Scheduling,binary search
1237. Find Positive Integer Solution for a Given Equation,binary search
1283. Find the Smallest Divisor Given a Threshold,binary search
1292. Maximum Side Length of a Square with Sum Less than or Equal to Threshold,binary search
1300. Sum of Mutated Array Closest to Target,binary search
1337. The K Weakest Rows in a Matrix,binary search
1346. Check If N and Its Double Exist,binary search
1348. Tweet Counts Per Frequency,binary search
1351. Count Negative Numbers in a Sorted Matrix,binary search
1385. Find the Distance Value Between Two Arrays,binary search
1428. Leftmost Column with at Least a One,binary search
1439. Find the Kth Smallest Sum of a Matrix With Sorted Rows,binary search
1477. Find Two Non-overlapping Sub-arrays Each With Target Sum,binary search
1482. Minimum Number of Days to Make m Bouquets,binary search
1483. Kth Ancestor of a Tree Node,binary search
1488. Avoid Flood in The City,binary search
1498. Number of Subsequences That Satisfy the Given Sum Condition,binary search
1508. Range Sum of Sorted Subarray Sums,binary search
1521. Find a Value of a Mysterious Function Closest to Target,binary search
1533. Find the Index of the Large Integer,binary search
1539. Kth Missing Positive Number,binary search
1552. Magnetic Force Between Two Balls,binary search
1562. Find Latest Group of Size M,binary search
1574. Shortest Subarray to be Removed to Make Array Sorted,binary search
1608. Special Array With X Elements Greater Than or Equal X,binary search
1618. Maximum Font to Fit a Sentence in a Screen,binary search
1631. Path With Minimum Effort,binary search
1648. Sell Diminishing-Valued Colored Balls,binary search
1649. Create Sorted Array through Instructions,binary search
1658. Minimum Operations to Reduce X to Zero,binary search
1671. Minimum Number of Removals to Make Mountain Array,binary search
1712. Ways to Split Array Into Three Subarrays,binary search
1713. Minimum Operations to Make a Subsequence,binary search
1739. Building Boxes,binary search
1751. Maximum Number of Events That Can Be Attended II,binary search
1760. Minimum Limit of Balls in a Bag,binary search
1782. Count Pairs Of Nodes,binary search
1793. Maximum Score of a Good Subarray,binary search
1802. Maximum Value at a Given Index in a Bounded Array,binary search
1818. Minimum Absolute Sum Difference,binary search
1838. Frequency of the Most Frequent Element,binary search
1847. Closest Room,binary search
1851. Minimum Interval to Include Each Query,binary search
1855. Maximum Distance Between a Pair of Values,binary search
1862. Sum of Floored Pairs,binary search
1870. Minimum Speed to Arrive on Time,binary search
1885. Count Pairs in Two Arrays,binary search
1889. Minimum Space Wasted From Packaging,binary search
1891. Cutting Ribbons,binary search
1894. Find the Student that Will Replace the Chalk,binary search
1898. Maximum Number of Removable Characters,binary search
1901. Find a Peak Element II,binary search
1918. Kth Smallest Subarray Sum,binary search
1923. Longest Common Subpath,binary search
1932. Merge BSTs to Create Single BST,binary search
1954. Minimum Garden Perimeter to Collect Enough Apples,binary search
1956. Minimum Time For K Virus Variants to Spread,binary search
1964. Find the Longest Valid Obstacle Course at Each Position,binary search
1966. Binary Searchable Numbers in an Unsorted Array,binary search
1970. Last Day Where You Can Still Cross,binary search
2008. Maximum Earnings From Taxi,binary search
2009. Minimum Number of Operations to Make Array Continuous,binary search
2024. Maximize the Confusion of an Exam,binary search
2031. Count Subarrays With More Ones Than Zeros,binary search
2035. Partition Array Into Two Arrays to Minimize Sum Difference,binary search
2040. Kth Smallest Product of Two Sorted Arrays,binary search
2054. Two Best Non-Overlapping Events,binary search
2055. Plates Between Candles,binary search
2064. Minimized Maximum of Products Distributed to Any Store,binary search
2070. Most Beautiful Item for Each Query,binary search
2071. Maximum Number of Tasks You Can Assign,binary search
2080. Range Frequency Queries,binary search
2089. Find Target Indices After Sorting Array,binary search
2106. Maximum Fruits Harvested After at Most K Steps,binary search
2111. Minimum Operations to Make the Array K-Increasing,binary search
2137. Pour Water Between Buckets to Make Water Levels Equal,binary search
2141. Maximum Running Time of N Computers,binary search
2179. Count Good Triplets in an Array,binary search
2187. Minimum Time to Complete Trips,binary search
2223. Sum of Scores of Built Strings,binary search
2226. Maximum Candies Allocated to K Children,binary search
2234. Maximum Total Beauty of the Gardens,binary search
2250. Count Number of Rectangles Containing Each Point,binary search
2251. Number of Flowers in Full Bloom,binary search
2258. Escape the Spreading Fire,binary search
2271. Maximum White Tiles Covered by a Carpet,binary search
2286. Booking Concert Tickets in Groups,binary search
2300. Successful Pairs of Spells and Potions,binary search
2302. Count Subarrays With Score Less Than K,binary search
2332. The Latest Time to Catch a Bus,binary search
2354. Number of Excellent Pairs,binary search
2358. Maximum Number of Groups Entering a Competition,binary search
2387. Median of a Row Wise Sorted Matrix,binary search
2389. Longest Subsequence With Limited Sum,binary search
2398. Maximum Number of Robots Within Budget,binary search
2411. Smallest Subarrays With Maximum Bitwise OR,binary search
2424. Longest Uploaded Prefix,binary search
2426. Number of Pairs Satisfying Inequality,binary search
2439. Minimize Maximum of Array,binary search
2448. Minimum Cost to Make Array Equal,binary search
2454. Next Greater Element IV,binary search
2468. Split Message Based on Limit,binary search
2476. Closest Nodes Queries in a Binary Search Tree,binary search
2498. Frog Jump II,binary search
2501. Longest Square Streak in an Array,binary search
2513. Minimize the Maximum of Two Arrays,binary search
2517. Maximum Tastiness of Candy Basket,binary search
2519. Count the Number of K-Big Indices,binary search
2528. Maximize the Minimum Powered City,binary search
2529. Maximum Count of Positive Integer and Negative Integer,binary search
2540. Minimum Common Value,binary search
2554. Maximum Number of Integers to Choose From a Range I,binary search
2555. Maximize Win From Two Segments,binary search
2557. Maximum Number of Integers to Choose From a Range II,binary search
2560. House Robber IV,binary search
2563. Count the Number of Fair Pairs,binary search
2565. Subsequence With the Minimum Score,binary search
2576. Find the Maximum Number of Marked Indices,binary search
2583. Kth Largest Sum in a Binary Tree,binary search
2589. Minimum Time to Complete All Tasks,binary search
2594. Minimum Time to Repair Cars,binary search
2601. Prime Subtraction Operation,binary search
2602. Minimum Operations to Make All Array Elements Equal,binary search
2604. Minimum Time to Eat All Grains,binary search
2616. Minimize the Maximum Difference of Pairs,binary search
2617. Minimum Number of Visited Cells in a Grid,binary search
2659. Make Array Empty,binary search
2702. Minimum Operations to Make Numbers Non-positive,binary search
2713. Maximum Strictly Increasing Cells in a Matrix,binary search
2736. Maximum Sum Queries,binary search
2779. Maximum Beauty of an Array After Applying Operation,binary search
2790. Maximum Number of Groups With Increasing Length,binary search
2812. Find the Safest Path in a Grid,binary search
