Question,Tag
Contains Duplicate III,sliding-window
Sliding Window Maximum,sliding-window
Longest Substring with At Most K Distinct Characters,sliding-window
Longest Substring with At Least K Repeating Characters,sliding-window
Longest Repeating Character Replacement,sliding-window
Find All Anagrams in a String,sliding-window
Sliding Window Median,sliding-window
Max Consecutive Ones II,sliding-window
Permutation in String,sliding-window
Smallest Range Covering Elements from K Lists,sliding-window
Maximum Average Subarray I,sliding-window
Find K Closest Elements,sliding-window
K Empty Slots,sliding-window
Subarray Product Less Than K,sliding-window
Maximum Length of Repeated Subarray,sliding-window
Minimum Window Subsequence,sliding-window
New 21 Game,sliding-window
Shortest Subarray with Sum at Least K,sliding-window
Fruit Into Baskets,sliding-window
Binary Subarrays With Sum,sliding-window
Longest Turbulent Subarray,sliding-window
Subarrays with K Different Integers,sliding-window
Minimum Number of K Consecutive Bit Flips,sliding-window
Max Consecutive Ones III,sliding-window
Maximum Sum of Two Non-Overlapping Subarrays,sliding-window
Longest Duplicate Substring,sliding-window
Grumpy Bookstore Owner,sliding-window
Find K-Length Substrings With No Repeated Characters,sliding-window
Minimum Swaps to Group All 1's Together,sliding-window
Swap For Longest Repeated Character Substring,sliding-window
Diet Plan Performance,sliding-window
Get Equal Substrings Within Budget,sliding-window
Replace the Substring for Balanced String,sliding-window
Count Number of Nice Subarrays,sliding-window
Maximum Number of Occurrences of a Substring,sliding-window
Number of Sub-arrays of Size K and Average Greater than or Equal to Threshold,sliding-window
Number of Substrings Containing All Three Characters,sliding-window
Maximum Points You Can Obtain from Cards,sliding-window
Constrained Subsequence Sum,sliding-window
Longest Continuous Subarray With Absolute Diff Less Than or Equal to Limit,sliding-window
Maximum Number of Vowels in a Substring of Given Length,sliding-window
Find Two Non-overlapping Sub-arrays Each With Target Sum,sliding-window
Max Value of Equation,sliding-window
Maximum Number of Visible Points,sliding-window
Minimum Operations to Reduce X to Zero,sliding-window
Maximum Erasure Value,sliding-window
Minimum Adjacent Swaps for K Consecutive Ones,sliding-window
Longest Nice Substring,sliding-window
Frequency of the Most Frequent Element,sliding-window
Longest Substring Of All Vowels in Order,sliding-window
Distinct Numbers in Each Subarray,sliding-window
Jump Game VII,sliding-window
Substrings of Size Three with Distinct Characters,sliding-window
Minimum Number of Flips to Make the Binary String Alternating,sliding-window
Kth Smallest Subarray Sum,sliding-window
Minimum Difference Between Highest and Lowest of K Scores,sliding-window
Maximize the Confusion of an Exam,sliding-window
K Radius Subarray Averages,sliding-window
Maximum Fruits Harvested After at Most K Steps,sliding-window
Number of Unique Flavors After Sharing K Candies,sliding-window
Minimum Swaps to Group All 1's Together II,sliding-window
Find Substring With Given Hash Value,sliding-window
Minimum Consecutive Cards to Pick Up,sliding-window
Find the K-Beauty of a Number,sliding-window
Count Subarrays With Score Less Than K,sliding-window
Minimum Recolors to Get K Consecutive Black Blocks,sliding-window
Maximum Number of Robots Within Budget,sliding-window
Longest Nice Subarray,sliding-window
Smallest Subarrays With Maximum Bitwise OR,sliding-window
Count Subarrays With Fixed Bounds,sliding-window
Maximum Sum of Distinct Subarrays With Length K,sliding-window
Take K of Each Character From Left and Right,sliding-window
Maximum Frequency Score of a Subarray,sliding-window
Maximize the Minimum Powered City,sliding-window
Count the Number of Good Subarrays,sliding-window
Maximize Win From Two Segments,sliding-window
Sliding Subarray Beauty,sliding-window
Find the Longest Semi-Repetitive Substring,sliding-window
Count Substrings Without Repeating Character,sliding-window
Count Zero Request Servers,sliding-window
Longest Even Odd Subarray With Threshold,sliding-window
Continuous Subarrays,sliding-window
Maximum Beauty of an Array After Applying Operation,sliding-window
Length of the Longest Valid Substring,sliding-window
Count Complete Subarrays in an Array,sliding-window
