Question,Tag
Construct K Palindrome Strings,string
Number of Steps to Reduce a Number in Binary Representation to One,string
Longest Happy String,string
String Matching in an Array,string
HTML Entity Parser,string
The k-th Lexicographical String of All Happy Strings of Length n,string
Restore The Array,string
Reformat The String,string
Display Table of Food Orders in a Restaurant,string
Minimum Number of Frogs Croaking,string
Maximum Score After Splitting a String,string
Perform String Shifts,string
Check If a String Can Break Another String,string
Destination City,string
Consecutive Characters,string
Simplified Fractions,string
Rearrange Words in a Sentence,string
People Whose List of Favorite Companies Is Not a Subset of Another List,string
Check If a Word Occurs As a Prefix of Any Word in a Sentence,string
Maximum Number of Vowels in a Substring of Given Length,string
Check If a String Contains All Binary Codes of Size K,string
Making File Names Unique,string
Path Crossing,string
Minimum Possible Integer After at Most K Adjacent Swaps On Digits,string
Reformat Date,string
Number of Substrings With Only 1s,string
Maximum Number of Non-Overlapping Substrings,string
Number of Good Ways to Split a String,string
Shuffle String,string
Minimum Suffix Flips,string
String Compression II,string
Can Convert String in K Moves,string
Minimum Insertions to Balance a Parentheses String,string
Find Longest Awesome Substring,string
Make The String Great,string
Find Kth Bit in Nth Binary String,string
Strings Differ by One Character,string
Thousand Separator,string
Number of Ways to Split a String,string
Replace All ?'s to Avoid Consecutive Repeating Characters,string
Minimum Time to Make Rope Colorful,string
Check If String Is Transformable With Substring Sort Operations,string
Rearrange Spaces Between Words,string
Split a String Into the Max Number of Unique Substrings,string
Build Binary Expression Tree From Infix Expression,string
Crawler Log Folder,string
Alert Using Same Key-Card Three or More Times in a One Hour Period,string
Maximum Nesting Depth of the Parentheses,string
Split Two Strings to Make Palindrome,string
Maximum Font to Fit a Sentence in a Screen,string
Largest Substring Between Two Equal Characters,string
Lexicographically Smallest String After Applying Operations,string
Slowest Key,string
Count Substrings That Differ by One Character,string
Number of Ways to Form a Target String Given a Dictionary,string
Minimum Deletions to Make Character Frequencies Unique,string
Minimum Deletions to Make String Balanced,string
Determine if Two Strings Are Close,string
Check If Two String Arrays are Equivalent,string
Smallest String With A Given Numeric Value,string
Maximum Repeating Substring,string
Goal Parser Interpretation,string
Longest Palindromic Subsequence II,string
Count the Number of Consistent Strings,string
Partitioning Into Minimum Number Of Deci-Binary Numbers,string
Reformat Phone Number,string
Number of Distinct Substrings in a String,string
Maximum Binary String After Change,string
Determine if String Halves Are Alike,string
Maximum Score From Removing Substrings,string
Latest Time by Replacing Hidden Digits,string
Change Minimum Characters to Satisfy One of Three Conditions,string
Palindrome Partitioning IV,string
Minimum Length of String After Deleting Similar Ends,string
Largest Merge Of Two Strings,string
Minimum Changes To Make Alternating Binary String,string
Count Number of Homogenous Substrings,string
Longest Nice Substring,string
Merge Strings Alternately,string
Minimum Number of Operations to Move All Balls to Each Box,string
Maximize Palindrome Length From Subsequences,string
Sort Features by Popularity,string
Count Items Matching a Rule,string
Sum of Beauty of All Substrings,string
Check if Binary String Has at Most One Segment of Ones,string
Check if One String Swap Can Make Strings Equal,string
Count Pairs of Equal Substrings With Minimum Difference,string
Second Largest Digit in a String,string
Implement Trie II (Prefix Tree),string
Number of Different Integers in a String,string
Evaluate the Bracket Pairs of a String,string
Determine Color of a Chessboard Square,string
Sentence Similarity III,string
Truncate Sentence,string
Minimum Number of Operations to Make String Sorted,string
Check if the Sentence Is Pangram,string
Longest Substring Of All Vowels in Order,string
Next Palindrome Using Same Digits,string
Replace All Digits with Characters,string
Splitting a String Into Descending Consecutive Values,string
Minimum Adjacent Swaps to Reach the Kth Smallest Number,string
Sorting the Sentence,string
Minimum Number of Swaps to Make the Binary String Alternating,string
Longer Contiguous Segments of Ones than Zeros,string
Jump Game VII,string
Substrings of Size Three with Distinct Characters,string
Check if Word Equals Summation of Two Words,string
Maximum Value after Insertion,string
Minimum Number of Flips to Make the Binary String Alternating,string
Minimum Cost to Change the Final Value of Expression,string
Redistribute Characters to Make All Strings Equal,string
Maximum Number of Removable Characters,string
Largest Odd Number in String,string
The Number of Full Rounds You Have Played,string
Remove All Occurrences of a Substring,string
Number of Wonderful Substrings,string
Unique Length-3 Palindromic Subsequences,string
Check if String Is Decomposable Into Value-Equal Substrings,string
Maximum Number of Words You Can Type,string
Check if All Characters Have Equal Number of Occurrences,string
Sum of Digits of String After Convert,string
Largest Number After Mutating Substring,string
Delete Duplicate Folders in System,string
Delete Characters to Make Fancy String,string
Maximum Product of the Length of Two Palindromic Substrings,string
Check If String Is a Prefix of Array,string
Minimum Number of Swaps to Make the String Balanced,string
Number of Strings That Appear as Substrings in Word,string
Minimum Time to Type Word Using Special Typewriter,string
Number of Ways to Separate Numbers,string
Find Unique Binary String,string
Find the Kth Largest Integer in the Array,string
Number of Unique Good Subsequences,string
Reverse Prefix of Word,string
Maximum Product of the Length of Two Palindromic Subsequences,string
Final Value of Variable After Performing Operations,string
Longest Subsequence Repeated k Times,string
The Score of Students Solving Math Expression,string
Number of Pairs of Strings With Concatenation Equal to Target,string
Maximize the Confusion of an Exam,string
Minimum Moves to Convert String,string
Smallest K-Length Subsequence With Occurrences of a Letter,string
Remove Colored Pieces if Both Neighbors are the Same Color,string
Check if Numbers Are Ascending in a Sentence,string
Number of Valid Words in a Sentence,string
Kth Distinct String in an Array,string
Plates Between Candles,string
Number of Valid Move Combinations On Chessboard,string
Check if an Original String Exists Given Two Encoded Strings,string
Count Vowel Substrings of a String,string
Vowels of All Substrings,string
Number of Equal Count Substrings,string
Check Whether Two Strings are Almost Equivalent,string
Decode the Slanted Ciphertext,string
Substrings That Begin and End With the Same Letter,string
Count Common Words With One Occurrence,string
Minimum Number of Food Buckets to Feed the Hamsters,string
Step-By-Step Directions From a Binary Tree Node to Another,string
Rings and Rods,string
Find First Palindromic String in the Array,string
Adding Spaces to a String,string
Maximum Number of Words Found in Sentences,string
Find All Possible Recipes from Given Supplies,string
Check if a Parentheses String Can Be Valid,string
Execution of All Suffix Instructions Staying in a Grid,string
Check if All A's Appears Before All B's,string
Number of Laser Beams in a Bank,string
Capitalize the Title,string
Longest Palindrome by Concatenating Two Letter Words,string
Count Words Obtained After Adding a Letter,string
Divide a String Into Groups of Size k,string
Number of Ways to Divide a Long Corridor,string
Find Substring With Given Hash Value,string
Groups of Strings,string
Minimum Time to Remove All Cars Containing Illegal Goods,string
Unique Substrings With Equal Digit Frequency,string
Construct String With Repeat Limit,string
Counting Words With a Given Prefix,string
Minimum Number of Steps to Make Two Strings Anagram II,string
Minimum Number of Moves to Make Palindrome,string
Cells in a Range on an Excel Sheet,string
Maximize Number of Subsequences in a String,string
Minimum White Tiles After Covering With Carpets,string
Count Collisions on a Road,string
Longest Substring of One Repeating Character,string
Number of Ways to Select Buildings,string
Sum of Scores of Built Strings,string
Minimum Number of Operations to Convert Time,string
Encrypt and Decrypt Strings,string
Minimize Result by Adding Parentheses to Expression,string
Calculate Digit Sum of a String,string
Longest Path With Different Adjacent Characters,string
Count Prefixes of a Given String,string
Remove Digit From Number to Maximize Result,string
Total Appeal of A String,string
Largest 3-Same-Digit Number in String,string
Count Number of Texts,string
Minimum Number of Keypresses,string
Find the K-Beauty of a Number,string
Find Resultant Array After Removing Anagrams,string
Percentage of Letter in String,string
Check if Number Has Equal Digit Count and Digit Value,string
Sender With Largest Word Count,string
Rearrange Characters to Make Target String,string
Apply Discount to Prices,string
Design a Text Editor,string
Strong Password Checker II,string
Match Substring After Replacement,string
Naming a Company,string
Greatest English Letter in Upper and Lower Case,string
Longest Binary Subsequence Less Than or Equal to K,string
Count Asterisks,string
Decode the Message,string
Valid Palindrome IV,string
Move Pieces to Obtain a String,string
Query Kth Smallest Trimmed Number,string
First Letter to Appear Twice,string
Longest Ideal Subsequence,string
Construct Smallest Number From DI String,string
Minimum Recolors to Get K Consecutive Black Blocks,string
Time Needed to Rearrange a Binary String,string
Shifting Letters II,string
Largest Palindromic Number,string
Removing Stars From a String,string
Minimum Amount of Time to Collect Garbage,string
Check Distances Between Same Letters,string
Optimal Partition of String,string
Design SQL,string
Count Days Spent Together,string
Length of the Longest Alphabetical Continuous Substring,string
Sum of Prefix Scores of Strings,string
Sort the People,string
Remove Letter To Equalize Frequency,string
Maximum Deletions on a String,string
Using a Robot to Print the Lexicographically Smallest String,string
Number of Valid Clock Times,string
Determine if Two Events Have Conflict,string
Number of Distinct Binary Strings After Applying Operations,string
Odd String Difference,string
Words Within Two Edits of Dictionary,string
Most Popular Video Creator,string
Split Message Based on Limit,string
Maximum Number of Non-overlapping Palindrome Substrings,string
Number of Beautiful Partitions,string
Minimum Penalty for a Shop,string
Count Palindromic Subsequences,string
Append Characters to String to Make Subsequence,string
Number of Substrings With Fixed Ratio,string
Circular Sentence,string
Maximum Value of a String in an Array,string
Count Pairs Of Similar Strings,string
Reward Top K Students,string
Count Anagrams,string
Shortest Distance to Target String in a Circular Array,string
Take K of Each Character From Left and Right,string
Partition String Into Substrings With Values at Most K,string
Make Number of Distinct Characters Equal,string
Count the Number of Good Subsequences,string
Apply Bitwise Operations to Make Strings Equal,string
Count Vowel Strings in Ranges,string
Substring XOR Queries,string
Subsequence With the Minimum Score,string
Find the String with LCP,string
Find the Divisibility Array of a String,string
Count the Number of Vowel Strings in Range,string
Design a Todo List,string
Find the Substring With Maximum Cost,string
Find the Longest Balanced Substring of a Binary String,string
Minimum Additions to Make Valid String,string
Lexicographically Smallest Beautiful String,string
Number of Senior Citizens,string
Minimum String Length After Removing Substrings,string
Lexicographically Smallest Palindrome,string
Extra Characters in a String,string
Remove Trailing Zeros From a String,string
Minimum Cost to Make All Characters Equal,string
Minimize String Length,string
Count of Integers,string
Find the Longest Semi-Repetitive Substring,string
Lexicographically Smallest String After Substring Operation,string
Count Substrings Without Repeating Character,string
Find Maximum Number of String Pairs,string
Decremental String Concatenation,string
Partition String Into Minimum Beautiful Substrings,string
Length of the Longest Valid Substring,string
Sort Vowels in a String,string
Split Strings by Separator,string
Shortest String That Contains Three Strings,string
Count Stepping Numbers in Range,string
Faulty Keyboard,string
