Question,Tag
35. Search Insert Position,Monotonic Queue
36. Valid Sudoku,Monotonic Queue
37. Sudoku Solver,Monotonic Queue
38. Count and Say,Monotonic Queue
39. Combination Sum,Monotonic Queue
40. Combination Sum II,Monotonic Queue
41. First Missing Positive,Monotonic Queue
42. Trapping Rain Water,Monotonic Queue
43. Multiply Strings,Monotonic Queue
44. Wildcard Matching,Monotonic Queue
45. Jump Game II,Monotonic Queue
46. Permutations,Monotonic Queue
47. Permutations II,Monotonic Queue
48. Rotate Image,Monotonic Queue
49. Group Anagrams,Monotonic Queue
51. N-Queens,Monotonic Queue
52. N-Queens II,Monotonic Queue
53. Maximum Subarray,Monotonic Queue
54. Spiral Matrix,Monotonic Queue
55. Jump Game,Monotonic Queue
56. Merge Intervals,Monotonic Queue
57. Insert Interval,Monotonic Queue
58. Length of Last Word,Monotonic Queue
59. Spiral Matrix II,Monotonic Queue
60. Permutation Sequence,Monotonic Queue
61. Rotate List,Monotonic Queue
62. Unique Paths,Monotonic Queue
63. Unique Paths II,Monotonic Queue
64. Minimum Path Sum,Monotonic Queue
65. Valid Number,Monotonic Queue
66. Plus One,Monotonic Queue
67. Add Binary,Monotonic Queue
68. Text Justification,Monotonic Queue
69. Sqrt(x),Monotonic Queue
70. Climbing Stairs,Monotonic Queue
71. Simplify Path,Monotonic Queue
72. Edit Distance,Monotonic Queue
73. Set Matrix Zeroes,Monotonic Queue
74. Search a 2D Matrix,Monotonic Queue
75. Sort Colors,Monotonic Queue
76. Minimum Window Substring,Monotonic Queue
77. Combinations,Monotonic Queue
78. Subsets,Monotonic Queue
79. Word Search,Monotonic Queue
80. Remove Duplicates from Sorted Array II,Monotonic Queue
81. Search in Rotated Sorted Array II,Monotonic Queue
82. Remove Duplicates from Sorted List II,Monotonic Queue
83. Remove Duplicates from Sorted List,Monotonic Queue
84. Largest Rectangle in Histogram,Monotonic Queue
85. Maximal Rectangle,Monotonic Queue
86. Partition List,Monotonic Queue
87. Scramble String,Monotonic Queue
88. Merge Sorted Array,Monotonic Queue
89. Gray Code,Monotonic Queue
90. Subsets II,Monotonic Queue
91. Decode Ways,Monotonic Queue
92. Reverse Linked List II,Monotonic Queue
93. Restore IP Addresses,Monotonic Queue
94. Binary Tree Inorder Traversal,Monotonic Queue
95. Unique Binary Search Trees II,Monotonic Queue
96. Unique Binary Search Trees,Monotonic Queue
97. Interleaving String,Monotonic Queue
98. Validate Binary Search Tree,Monotonic Queue
99. Recover Binary Search Tree,Monotonic Queue
100. Same Tree,Monotonic Queue
